,assignee.name,components,created,creator.name,description,fixVersions,issuetype.name,issuetype.subtask,priority.name,reporter.name,resolution.description,resolution.name,resolutiondate,status.id,status.name,status.statusCategory.name,summary,updated,versions,watches.watchCount,key,storypoints,project,sprint
1512,mminella,[],2014-10-10T12:45:06.000+0000,sabby,"As a user, I'd like to have the flexibility to configure DB creds so that I can use a DB of choice for batch job repository (metadata persistence). 

The scope of this task is to have the configuration specifics documented in the wiki.","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/14342', u'archived': False, u'name': u'1.x', u'id': u'14342'}]",Technical task,True,Minor,sabby,,Complete,2014-10-14T15:16:35.000+0000,10001,Done,In Progress,Document job repo schema overrides,2014-10-14T15:16:35.000+0000,[],2,XD-2231,2.0,xd,Sprint 36
1513,dturanski,[],2014-10-10T11:24:29.000+0000,sabby,"As a user, I'd like to leverage _propertieis-location_ parameter while using *Filter* or *Transform* modules so that I can load the user-defined properties included in the external properties file. 

Attempting to include the _propertieis-location_ attribute errors out - refer to the attachment.

It could also be beneficial to load user-defined properties through stream definition similar to deployment properties.

Example:
--script=myscript.groovy --variables=foo=bar,goo=gaz
","[{u'archived': False, u'name': u'1.0.2', u'self': u'https://jira.spring.io/rest/api/2/version/14808', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14808', u'description': u'Second 1.0 maintenance release'}, {u'archived': False, u'name': u'1.1 M1', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'description': u'First 1.1 Milestone Release'}]",Bug,False,Minor,sabby,,Complete,2014-10-23T11:41:34.000+0000,10001,Done,In Progress,Fix the configuration problem with Filter and Transform modules,2014-10-23T11:41:34.000+0000,[],1,XD-2230,5.0,xd,Sprint 37
1514,,[],2014-10-10T10:59:35.000+0000,grenfro,"In this scenario I copied 2 files (fakeFile.csv, anotherFile.csv) into the bar directory.  
* Created thew following job:
job create myjob2 --definition ""filejdbc --resources=file:bar/*.csv --names=name --tableName=people2 --initializeDatabase=true --commitInterval=1 --deleteFiles=true"" --deploy
* Then launched the job:
job launch myjob2

* The result was that the first file was processed, but then the module deleted all *.csv files in the directory before processing the 2nd file.  
* The net result was that the job failed and the 2nd file was not processed.
",[],Bug,False,Minor,grenfro,,,,10000,To Do,To Do,When using --deletefile option for filejdbc all files are deleted before processing complete,2014-10-10T11:00:26.000+0000,[],1,XD-2229,3.0,xd,
1515,mbogoevici,[],2014-10-10T10:37:56.000+0000,sabby,"As a user, I'd like to type the _username_ and _password_ to gain access to Admin server so that I don't have to add it in some file; hence I don't have to worry about having the password getting logged somewhere.","[{u'archived': False, u'description': u'Second 1.0 maintenance release', u'self': u'https://jira.spring.io/rest/api/2/version/14808', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14808', u'name': u'1.0.2'}, {u'archived': False, u'name': u'1.1 M1', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'description': u'First 1.1 Milestone Release'}]",Story,False,Minor,sabby,,Complete,2014-11-07T10:45:29.000+0000,10001,Done,In Progress,Remove logging of password in Shell,2014-11-07T10:45:29.000+0000,[],1,XD-2228,5.0,xd,Sprint 38
1516,grenfro,[],2014-10-09T17:04:25.000+0000,grenfro,"XD-2180 introduced a default commit level for jobs to be 1000, vs the original 100.  Now tests sporadically fail.  Need to set the --commitInterval for the tests to a small value.",[],Bug,False,Major,grenfro,The problem described is an issue which will never be fixed.,Won't Fix,2014-10-15T08:36:12.000+0000,10001,Done,In Progress,Need to set small commit level for Acceptance tests.  ,2014-10-15T08:36:12.000+0000,[],1,XD-2227,3.0,xd,
1517,mark.fisher,[],2014-10-09T15:04:50.000+0000,sabby,"As a user, I'd like to have the flexibility to change the namespace so that I can isolate ZK _metadata_ based on each _tenant_ profile. ","[{u'archived': False, u'name': u'1.1 GA', u'self': u'https://jira.spring.io/rest/api/2/version/14353', u'releaseDate': u'2015-02-10', u'released': True, u'id': u'14353', u'description': u'1.1.0 GA Release'}]",Story,False,Minor,sabby,,Complete,2014-10-16T13:21:49.000+0000,10001,Done,In Progress,Add support for configurable ZK namespace,2015-05-08T10:06:55.000+0000,[],1,XD-2226,5.0,xd,Sprint 36
1518,hillert,[],2014-10-09T12:44:19.000+0000,hillert,"Implement pagination for:

http://localhost:9393/jobs/executions","[{u'archived': False, u'name': u'1.1 GA', u'self': u'https://jira.spring.io/rest/api/2/version/14353', u'releaseDate': u'2015-02-10', u'released': True, u'id': u'14353', u'description': u'1.1.0 GA Release'}]",Story,False,Minor,hillert,,Complete,2014-10-29T18:12:50.000+0000,10001,Done,In Progress,REST: Make the Job Execution REST endpoint pagination-aware,2015-05-08T10:06:50.000+0000,[],1,XD-2225,8.0,xd,Sprint 37
1519,iperumal,"[{u'id': u'12785', u'self': u'https://jira.spring.io/rest/api/2/component/12785', u'description': u'RESTful semantics for controllers', u'name': u'REST'}]",2014-10-09T12:41:06.000+0000,hillert,"Add pagination for:

http://localhost:9393/jobs/configurations

Related to XD-1864","[{u'archived': False, u'description': u'First 1.1 Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'name': u'1.1 M1'}]",Story,False,Minor,hillert,,Complete,2014-11-03T11:00:53.000+0000,10001,Done,In Progress,REST: Make the Configurations REST endpoint pagination-aware,2014-11-13T14:17:51.000+0000,"[{u'archived': False, u'description': u'GA Release', u'self': u'https://jira.spring.io/rest/api/2/version/14343', u'releaseDate': u'2014-07-28', u'released': True, u'id': u'14343', u'name': u'1.0 GA'}]",2,XD-2224,2.0,xd,Sprint 38
1520,hillert,"[{u'id': u'12785', u'self': u'https://jira.spring.io/rest/api/2/component/12785', u'description': u'RESTful semantics for controllers', u'name': u'REST'}]",2014-10-09T11:10:01.000+0000,hillert,"With the implementation of XD-1864, we need to make sure that the (paginated) data returned from the REST endpoints has proper default ordering.

Up to now we have done client-side ordering in the Admin UI, but with server-side pagination, the server-side should support proper pagination as well.

Eventually, we may even decide to provide more flexible ordering options (ASC vs DESC, sort on different properties etc.), which may be a separate Jira.","[{u'archived': False, u'name': u'1.1 M1', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'description': u'First 1.1 Milestone Release'}]",Story,False,Minor,hillert,,Works as Designed,2014-11-10T12:35:46.000+0000,10001,Done,In Progress,Provide proper ordering for all REST endpoints,2014-11-10T12:35:46.000+0000,"[{u'archived': False, u'name': u'1.0 GA', u'self': u'https://jira.spring.io/rest/api/2/version/14343', u'releaseDate': u'2014-07-28', u'released': True, u'id': u'14343', u'description': u'GA Release'}]",1,XD-2223,8.0,xd,Sprint 38
1521,dturanski,[],2014-10-08T14:36:29.000+0000,dturanski,"see ModuleDeployer.setApplicationContext(). It appears the shared server context (child of global) is incorrectly set as the module context's parent. However, the first attempt caused some test failures, so this needs further investigation. Things still function correctly, but is not according to design. ",[],Improvement,False,Minor,dturanski,,,,10000,To Do,To Do,global context reference is incorrect in ModuleDeployer,2014-10-08T14:36:41.000+0000,[],1,XD-2222,1.0,xd,
1522,,[],2014-10-07T17:54:03.000+0000,sabby,"As a user, I'd like to have the ability to configure ACLs so that I can restrict access to resources accessed via Admin UI.

*Examples:*
* Who can create streams?
* Who can destroy the streams?
* Who can view the streams? ??(defaults to all)??",[],Story,False,Minor,sabby,,,,10000,To Do,To Do,Add support to configure security definitions via Admin UI (ACL),2015-11-02T17:16:24.000+0000,[],1,XD-2220,8.0,xd,
1523,,[],2014-10-07T17:53:25.000+0000,sabby,"As a user, I'd like to have the ability to configure ACLs so that I can restrict access to resources accessed via DSL Shell.

*Examples:*
* Who can create streams?
* Who can destroy the streams?
* Who can view the streams? ??(defaults to all)??",[],Story,False,Minor,sabby,,,,10000,To Do,To Do,Add support to configure security definitions via Shell (ACL),2015-01-05T10:38:46.000+0000,[],2,XD-2219,8.0,xd,
1524,,[],2014-10-07T17:50:24.000+0000,sabby,"As a user, I'd like to define security definitions so that I can configure entity (REST API) specific group/role access policies.",[],Story,False,Minor,sabby,,,,10000,To Do,To Do,Add support to define granular security definitions by entity (ACL),2015-11-02T17:16:24.000+0000,[],1,XD-2218,8.0,xd,
1525,,[],2014-10-07T13:30:12.000+0000,mark.pollack,The change in XD 1.0.1 to use Spring Boot 1.1.7 meant that we can't pickup the boot dependency by importing the platform-bom.  Andy W's suggestion is to change the generated pom to refer to the platform-bom as a parent (not import) and then declare the explicit dependency on Boot 1.1.7,[],Bug,False,Minor,mark.pollack,,,,10000,To Do,To Do,Generated pom does not include spring boot 1.1. dependency,2014-10-07T13:30:12.000+0000,[],1,XD-2217,5.0,xd,
1526,grussell,[],2014-10-06T12:03:14.000+0000,sabby,"As a user, I'd like to have Spring 'Core' upgraded to 4.1.1 (_milestone_ ) so that I can benefit from performance improvements associated with 'compiled' SpEL and other enhancements. 
","[{u'archived': False, u'name': u'1.1 M1', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'description': u'First 1.1 Milestone Release'}]",Story,False,Minor,sabby,,Complete,2014-11-12T07:05:07.000+0000,10001,Done,In Progress,"Upgrade to Spring 4.1.2, SI 4.1.0, SA 1.4.0",2014-11-12T07:05:07.000+0000,[],6,XD-2216,3.0,xd,Sprint 38
1527,pperalta,"[{u'id': u'12695', u'self': u'https://jira.spring.io/rest/api/2/component/12695', u'description': u'DIRT Runtime', u'name': u'Runtime'}]",2014-10-06T10:46:11.000+0000,pperalta,"Running the distributed tests ({{-Drun_distributed_tests=true}}) against d109a3a and got the following:

{noformat}
   java.lang.NullPointerException
   	at org.springframework.xd.dirt.module.store.ZooKeeperModuleMetadataRepository.updateDeploymentStatus(ZooKeeperModuleMetadataRepository.java:209)
   	at org.springframework.xd.dirt.module.store.ZooKeeperModuleMetadataRepository.findAllByContainerId(ZooKeeperModuleMetadataRepository.java:313)
   	at org.springframework.xd.dirt.container.store.ZooKeeperContainerRepository.findAllRuntimeContainers(ZooKeeperContainerRepository.java:339)
   	at org.springframework.xd.dirt.rest.ContainersController.list(ContainersController.java:97)
   	at sun.reflect.GeneratedMethodAccessor100.invoke(Unknown Source)
   	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
   	at java.lang.reflect.Method.invoke(Method.java:483)
   	at org.springframework.web.method.support.InvocableHandlerMethod.invoke(InvocableHandlerMethod.java:215)
   	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:132)
   	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:104)
   	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandleMethod(RequestMappingHandlerAdapter.java:749)
   	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:689)
   	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:83)
   	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:938)
   	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:870)
   	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:961)
   	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:852)
   	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620)
   	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:837)
   	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727)
   	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:
{noformat}","[{u'archived': False, u'name': u'1.1 GA', u'self': u'https://jira.spring.io/rest/api/2/version/14353', u'releaseDate': u'2015-02-10', u'released': True, u'id': u'14353', u'description': u'1.1.0 GA Release'}]",Bug,False,Major,pperalta,,Complete,2014-10-17T08:40:06.000+0000,10001,Done,In Progress,NPE in ContainerRedeploymentTests,2015-05-08T10:07:00.000+0000,[],1,XD-2215,2.0,xd,Sprint 36
1528,mbogoevici,"[{u'id': u'12786', u'self': u'https://jira.spring.io/rest/api/2/component/12786', u'description': u'Server and Module property configuration', u'name': u'Configuration'}]",2014-10-06T07:14:11.000+0000,mbogoevici,"1. The sample {{httpSSLproperties}} file that is included in the distribution contains the line:

{quote}
keystore.passPhrase=secret
{quote}

The correct key value is {{keyStore.passPhrase}}. This issue causes HTTPS sources to deploy, but not bind to the port.

2. The password is always defaulting to ""secret""","[{u'archived': False, u'description': u'1.1.0 GA Release', u'self': u'https://jira.spring.io/rest/api/2/version/14353', u'releaseDate': u'2015-02-10', u'released': True, u'id': u'14353', u'name': u'1.1 GA'}]",Bug,False,Minor,mbogoevici,,Complete,2014-10-06T12:07:26.000+0000,10001,Done,In Progress,HTTPS Source Configuration issues,2015-05-08T10:06:54.000+0000,"[{u'archived': False, u'description': u'First 1.0 maintenance release', u'self': u'https://jira.spring.io/rest/api/2/version/14685', u'releaseDate': u'2014-10-02', u'released': True, u'id': u'14685', u'name': u'1.0.1'}]",1,XD-2214,1.0,xd,
1529,,[],2014-10-03T16:34:26.000+0000,sabby,"To enrich acceptance test coverage, I'd like to have stress test scenario that includes ingesting data from _HTTP_ and then writing it to _Log_ sink.","[{u'archived': False, u'description': u'First 1.1 Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'name': u'1.1 M1'}]",Story,False,Minor,sabby,The problem is a duplicate of an existing issue.,Duplicate,2014-10-06T12:12:04.000+0000,10001,Done,In Progress,Add stress test,2014-11-13T14:17:50.000+0000,[],1,XD-2213,3.0,xd,Sprint 38
1530,,[],2014-10-03T16:32:32.000+0000,sabby,"To enrich acceptance tests, I'd like to have test coverage to evaluate _FieldValueCounts_ and _AggregateCounts_ for a given scenario.",[],Story,False,Minor,sabby,The problem is a duplicate of an existing issue.,Duplicate,2014-10-06T12:10:31.000+0000,10001,Done,In Progress,Add acceptance tests for FieldValueCounts and AggregateCounts,2014-10-22T10:42:19.000+0000,[],1,XD-2212,3.0,xd,
1531,grenfro,[],2014-10-03T16:30:59.000+0000,sabby,"To enrich acceptance test, I'd like to lazy initialize DB for JDBC Sink acceptance tests. Check to see if it is already initialized and decide. ",[],Story,False,Minor,sabby,The problem is a duplicate of an existing issue.,Duplicate,2014-10-06T12:09:51.000+0000,10001,Done,In Progress,Exclude DB initialization for JDBC sink test,2014-10-06T12:22:52.000+0000,[],1,XD-2211,2.0,xd,
1532,,[],2014-10-03T16:27:59.000+0000,sabby,"To enrich acceptance test, I'd like to add coverage to JDBC sink by including *-- driverclass* and *-- url* options.","[{u'archived': False, u'name': u'1.1 M1', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'description': u'First 1.1 Milestone Release'}]",Story,False,Minor,sabby,"The problem is incorrectly reported as a issue, is caused by other external factors or misuse.",Invalid,2014-10-06T12:11:15.000+0000,10001,Done,In Progress,Enhance JDBC sink test to include more options,2014-10-22T13:28:53.000+0000,[],1,XD-2210,2.0,xd,Sprint 37
1533,,[],2014-10-03T16:25:37.000+0000,sabby,"To enrich acceptance test, I'd like to have basic coverage to evaluate Gemfire use cases. 

An example would be to ingest data from HTTP source and write it to Gemfire server.","[{u'archived': False, u'name': u'1.1 M1', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'description': u'First 1.1 Milestone Release'}]",Story,False,Minor,sabby,The problem is a duplicate of an existing issue.,Duplicate,2014-10-06T12:11:39.000+0000,10001,Done,In Progress,Add acceptance test to include Gemfire use case,2014-11-13T14:17:50.000+0000,[],1,XD-2209,2.0,xd,Sprint 38
1534,,[],2014-10-03T16:22:38.000+0000,sabby,"To enrich the acceptance test, I'd like to evaluate JSON object to extract ""Good"" and ""Bad"" instead of just relying on a basic filter test to assert the payload content. ",[],Story,False,Minor,sabby,The problem is a duplicate of an existing issue.,Duplicate,2014-10-06T12:09:07.000+0000,10001,Done,In Progress,Add acceptance test to extract and assert payload from JSON object,2014-10-06T12:22:59.000+0000,[],1,XD-2208,3.0,xd,
1535,,[],2014-10-03T16:05:26.000+0000,sabby,"As a user, I would like to have an option to write data into _Hive_ sink so that I can query and manage large datasets in distributed storage.",[],Story,False,Minor,sabby,,,,10000,To Do,To Do,Add Hive sink,2014-10-14T11:48:26.000+0000,[],1,XD-2207,5.0,xd,
1536,,[],2014-10-03T13:53:24.000+0000,sabby,"As a user, I'd like to have a _R_ processor, so I can efficiently perform data computations and statistical analysis in the context of streaming pipeline. 

Investigate the right approach that fits Spring XD model.

*R Java Libraries*
[rJava|http://rforge.net/rJava/]
[Renjin|http://www.renjin.org/]",[],Story,False,Minor,sabby,,,,10000,To Do,To Do,Add R processor,2015-07-22T15:55:14.000+0000,[],2,XD-2206,8.0,xd,
1537,dturanski,[],2014-10-03T13:49:27.000+0000,sabby,"As a user, I'd like to have a _Python_ processor so that I can efficiently perform data computations and statistical analysis. 

Investigate the right approach (native or via stdin/stdout) that fits Spring XD model.

[Integrate Java and Python|https://wiki.python.org/moin/IntegratingPythonWithOtherLanguages#Java]","[{u'archived': False, u'description': u'First 1.1 Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'name': u'1.1 M1'}]",Story,False,Minor,sabby,The problem is a duplicate of an existing issue.,Duplicate,2014-10-16T13:32:05.000+0000,10001,Done,In Progress,Add Python processor,2014-10-22T13:28:51.000+0000,[],2,XD-2205,8.0,xd,Sprint 37
1538,,[],2014-10-03T13:23:17.000+0000,sabby,,[],Epic,False,Minor,sabby,,,,10000,To Do,To Do,Add new processor modules,2015-10-12T15:15:56.000+0000,[],1,XD-2204,0.0,xd,
1539,hillert,"[{u'id': u'12710', u'self': u'https://jira.spring.io/rest/api/2/component/12710', u'description': u'Documentation on the wiki', u'name': u'Documentation'}]",2014-10-03T10:31:17.000+0000,thomas.risberg,"The scope is to make sure that a new PDF is generated (both for 1.0.2 and 1.1 M1 releases) and/or revision references are correctly rendered.

","[{u'archived': False, u'description': u'Second 1.0 maintenance release', u'self': u'https://jira.spring.io/rest/api/2/version/14808', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14808', u'name': u'1.0.2'}, {u'archived': False, u'description': u'First 1.1 Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'name': u'1.1 M1'}]",Technical task,True,Minor,thomas.risberg,,Complete,2014-11-18T11:42:43.000+0000,10001,Done,In Progress,Make sure Spring XD's PDF reference doc has right release revision references,2014-11-18T12:38:18.000+0000,"[{u'archived': False, u'name': u'1.0.1', u'self': u'https://jira.spring.io/rest/api/2/version/14685', u'releaseDate': u'2014-10-02', u'released': True, u'id': u'14685', u'description': u'First 1.0 maintenance release'}]",2,XD-2203,0.0,xd,Sprint 38
1540,mark.pollack,[],2014-10-02T11:31:04.000+0000,mark.pollack,,"[{u'archived': False, u'name': u'1.0.1', u'self': u'https://jira.spring.io/rest/api/2/version/14685', u'releaseDate': u'2014-10-02', u'released': True, u'id': u'14685', u'description': u'First 1.0 maintenance release'}]",Story,False,Minor,mark.pollack,,Complete,2014-10-02T12:13:34.000+0000,10001,Done,In Progress,Release 1.0.1,2014-10-02T12:13:34.000+0000,[],1,XD-2202,5.0,xd,
1541,grussell,"[{u'id': u'12695', u'self': u'https://jira.spring.io/rest/api/2/component/12695', u'description': u'DIRT Runtime', u'name': u'Runtime'}]",2014-10-02T08:38:02.000+0000,dokeeffe,"Exception in a tap will stop the tapped stream from sinking data.

h2. Background
Running xd-singlenode.
We experienced this when streaming data from a rabbit queue to hdfs. The stream was tapped and we had a groovy processor on the tap stream. Any exceptions in the processor stopped the main stream from writing data to the hdfs sink.

h2. Steps to reproduce.
1: Create a groovy script that throws an exception in  modules/processor/scripts/exceptionthrower.groovy. Code below
{code}
/**
 * Custom processor to be wired into a tap to throw an exception.
 */
 throw new RuntimeException(""Error from processor"")
{code}
2: Create a sample main stream
{code}
xd:>stream create --name ticktock --definition ""time | log"" --deploy
{code}
3: Tail the log to confirm the data is going to the sink. We see  'sink.ticktock' appearing in the log as expected.
4: Add a tap to the stream that will throw an exception.
{code}
xd:>stream create --name exTap --definition ""tap:stream:ticktock > script --location=exceptionthrower.groovy | log"" --deploy
{code}
5: Tail the log and we see that there are no more 'sink.ticktock' strings being logged. Looks like the main stream is no longer sending messages to the sink.
","[{u'archived': False, u'description': u'Second 1.0 maintenance release', u'self': u'https://jira.spring.io/rest/api/2/version/14808', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14808', u'name': u'1.0.2'}, {u'archived': False, u'name': u'1.1 M1', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'description': u'First 1.1 Milestone Release'}]",Bug,False,Major,dokeeffe,,Complete,2014-11-21T14:13:04.000+0000,10001,Done,In Progress,Exception in a tap will stop the tapped stream from sinking data,2014-11-21T14:13:05.000+0000,"[{u'archived': False, u'name': u'1.0 GA', u'self': u'https://jira.spring.io/rest/api/2/version/14343', u'releaseDate': u'2014-07-28', u'released': True, u'id': u'14343', u'description': u'GA Release'}]",2,XD-2201,5.0,xd,
1542,eric.bottard,[],2014-10-02T02:32:19.000+0000,eric.bottard,Build on top of https://github.com/spring-projects/spring-integration-extensions/pull/116/files wrt the partition header to use (see https://github.com/spring-projects/spring-xd/pull/1200#issuecomment-57622400),[],Story,False,Minor,eric.bottard,,,,10000,To Do,To Do,Add option to set PARTITION_HEADER,2015-01-05T10:36:51.000+0000,[],1,XD-2200,5.0,xd,
1543,eric.bottard,[],2014-10-01T06:59:27.000+0000,dturanski,"MR is responsible for looking up existing module definitions by name and type.  ModuleDefinition should contain name, type, and resource; where resource is a springframework.core.io.Resource containing the root path of the module definition. This could be file, classpath, http, hdfs or something else but the contents under this path will not be inspected or processed by MR. The exception is for composite modules which should contain a list of corresponding Resources.

Simplify ModuleDefinition - remove classpath. Provide support for CompositeModuleDefinition - requires a list of resources (possibly a subclass)

Also retire RedisModuleRegistry
","[{u'archived': False, u'name': u'1.1 M1', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'description': u'First 1.1 Milestone Release'}]",Improvement,False,Minor,dturanski,,Complete,2014-10-30T06:30:59.000+0000,10001,Done,In Progress,Simplify ModuleRegistry,2014-10-30T06:30:59.000+0000,[],2,XD-2199,8.0,xd,Sprint 37
1544,eric.bottard,[],2014-10-01T06:53:30.000+0000,dturanski,Currently there is no ModuleRegistry contract for composite modules. The composed module definition is maintained in ZooKeeperModuleDefinitionRepository which delegates to the ModuleRegistry to define and validate component modules. The repository should be converted to a ModuleRegistry.,"[{u'archived': False, u'name': u'1.1 M1', u'self': u'https://jira.spring.io/rest/api/2/version/14644', u'releaseDate': u'2014-11-18', u'released': True, u'id': u'14644', u'description': u'First 1.1 Milestone Release'}]",Improvement,False,Minor,dturanski,,Complete,2014-11-14T08:20:52.000+0000,10001,Done,In Progress,Create CompositeModuleRegistry,2014-11-14T08:20:52.000+0000,[],2,XD-2198,5.0,xd,Sprint 38
1545,dturanski,[],2014-10-01T06:46:10.000+0000,dturanski,"ModuleFactory is responsible for determining how the Module application context is created from available sources at the resource location exposed via the ModuleDefinition. The factory creates the application context and creates a SimpleModule or CompositeModule as appropropriate. For example, if an XML file is present, it is assumed to be the bean definition file used to create a CXMLAC. If no XML file is present, inspect the properties file for the existence of well-known properties such as base-package-name for component scanning for an @Configuration, or a module-class-name for an Annotated POJO based module (see XD-2100).  The MF is also responsible for creating composite modules.   Also includes Module refactoring, add getApplicationContext() and probably setApplicationContext().  Also refactor CompositeModule code to use boot SpringApplicationBuilder  
","[{u'archived': False, u'name': u'1.1 GA', u'self': u'https://jira.spring.io/rest/api/2/version/14353', u'releaseDate': u'2015-02-10', u'released': True, u'id': u'14353', u'description': u'1.1.0 GA Release'}]",Improvement,False,Minor,dturanski,,Complete,2014-10-10T08:29:07.000+0000,10001,Done,In Progress,Create ModuleFactory,2015-05-08T10:03:59.000+0000,[],1,XD-2197,5.0,xd,Sprint 36
1546,dturanski,[],2014-10-01T06:31:43.000+0000,dturanski,Decouple from DeploymentListener. Make DL a public class to handle deployment related events.  Remove createSimpleModule() and createComposedModule() from DL.  This will be delegated to ModuleDeployer which will eventually be further refactored to use the proposed ModuleFactory.,"[{u'archived': False, u'name': u'1.1 GA', u'self': u'https://jira.spring.io/rest/api/2/version/14353', u'releaseDate': u'2015-02-10', u'released': True, u'id': u'14353', u'description': u'1.1.0 GA Release'}]",Improvement,False,Minor,dturanski,,Complete,2014-10-10T08:29:30.000+0000,10001,Done,In Progress,Refactor ContainerRegistrar,2015-05-08T10:03:51.000+0000,[],1,XD-2196,3.0,xd,Sprint 36
1547,,[],2014-10-01T06:19:10.000+0000,eric.bottard,"Now that we have --incrementExpression, we often want to increment by some domain specific value that may not be integral (e.g. Watts in smartgrid demo)",[],Story,False,Minor,eric.bottard,,,,10000,To Do,To Do,Have counters use Double arithmetic instead of Long,2014-10-01T06:19:10.000+0000,[],2,XD-2195,4.0,xd,
1548,,"[{u'id': u'12773', u'self': u'https://jira.spring.io/rest/api/2/component/12773', u'description': u'Unit and Integration testing', u'name': u'Testing'}]",2014-10-01T05:35:23.000+0000,grenfro,"When running the gradlew build the JsonStringToObjectTransformerTests unit test failed.  The cause is enumerated below:
Caused by: com.gemstone.gemfire.internal.tcp.ConnectionException: While creating ServerSocket and Stub on port 0 with address glenns-mbp/192.168.1.254

If I added 127.0.0.1 glenns-mbp to my /etc/hosts the tests succeeded.

",[],Bug,False,Minor,grenfro,,,,10000,To Do,To Do,JsonStringToObjectTransformerTests fail on mac if local machine name is not in /etc/hosts,2014-10-01T05:35:23.000+0000,[],1,XD-2194,2.0,xd,
1549,,[],2014-10-01T01:29:09.000+0000,eric.bottard,,[],Story,False,Minor,eric.bottard,,,,10000,To Do,To Do,Add authentication support to the mongo sink,2014-10-02T02:34:35.000+0000,[],1,XD-2193,2.0,xd,
1550,thomas.risberg,[],2014-09-30T12:48:04.000+0000,mark.pollack,See https://build.spring.io/browse/XD-SCRIPTS-723,"[{u'archived': False, u'description': u'First 1.0 maintenance release', u'self': u'https://jira.spring.io/rest/api/2/version/14685', u'releaseDate': u'2014-10-02', u'released': True, u'id': u'14685', u'name': u'1.0.1'}]",Story,False,Major,mark.pollack,,Complete,2014-10-01T06:57:17.000+0000,10001,Done,In Progress,Fix failing script integration test,2014-10-01T11:18:12.000+0000,[],2,XD-2192,3.0,xd,Sprint 35
1551,,[],2014-09-30T02:15:13.000+0000,eric.bottard,"Amongst (maybe) other things, the doc says we don't ship ZK:

http://docs.spring.io/spring-xd/docs/1.0.0.BUILD-SNAPSHOT/reference/html/#_setting_up_zookeeper",[],Story,False,Minor,eric.bottard,,,,10000,To Do,To Do,Fix doc related to ZK install,2014-09-30T02:15:13.000+0000,[],1,XD-2191,1.0,xd,
